How to Train Your Dragon,"A hapless young Viking who aspires to hunt dragons becomes the unlikely friend of a young dragon himself, and learns there may be more to the creatures than he assumed.Long ago up North on the Island of Berk, the young Viking, Hiccup, wants to join his town's fight against the dragons that continually raid their town. However, his macho father and village leader, Stoik the Vast, will not allow his small, clumsy, but inventive son to do so. Regardless, Hiccup ventures out into battle and downs a mysterious Night Fury dragon with his invention, but can't bring himself to kill it. Instead, Hiccup and the dragon, whom he dubs Toothless, begin a friendship that would open up both their worlds as the observant boy learns that his people have misjudged the species. But even as the two each take flight in their own way, they find that they must fight the destructive ignorance plaguing their world.—Kenneth Chisholm (kchishol@rogers.com)In a world with dragons, this movie takes place on the island of Berk. Hiccup, son of Stoik, wants to be a dragon killer like his dad, but his dad refuses. One night on an invasion of the dragons, Hiccup catches a Night Fury, the rarest and an unseen dragon of them all to prove to his father he is worthy. But while his father is away to find the nest of the dragons, he allows Hiccup to start training to kill dragons, and at the same time, Hiccup trains with with his newly found dragon Toothless since when he was caught, lost a part of his tail. But while Hiccup tries to persuade the other vikings that the dragons are good not bad, they have a hard time believing so.—James HakeOn the fantastical island of Berk, Hiccup is an awkward 15-year old kid, living in the shadow of his Viking Chief of a father. In order to cement his manhood and earn the respect of his fellow vikings, Hiccup must tackle the tough task of capturing a dragon. During one of the village's battles, Hiccup believes he sees a Night Fury, one of the most elusive dragons on the island, and shoots it down. Curious to identify his shot, Hiccup goes looking for and indeed finds the dragon, albeit trapped in his bolas in a forest. Little does Hiccup realize the unlikely friendship, and discovery about the dragon species, that lies before him.—Kyle PerezIn the small Viking village of Berk, where humans and mysterious creatures of lore coexist, Hiccup, a bright-eyed teenager trying to fit in, wants to prove his worth and follow his tribe's long-standing tradition: become a dragon slayer. However, as scrawny Hiccup captures an elusive Night Fury, the rarest dragon of all, something unprecedented happens. But what if the prejudice-defying secret came to light? Will the Vikings realise dragons aren't what they have always believed, or brand Hiccup a traitorous, dragon-loving pariah?—Nick Riganas1 moreAll"
Le salaire de la peur,"In a decrepit South American village, four men are hired to transport an urgent nitroglycerine shipment without the equipment that would make it safe.In the Central American jungle supplies of nitroglycerin are needed at a remote oil field. The oil company pays four men to deliver the supplies in two trucks. A tense rivalry develops between the two sets of drivers and on the rough remote roads the slightest jolt can result in death.—Col Needham <col@imdb.com>In a desolate South American village several men try to find a way out. Their main problem is they are essentially marooned there. The only road out of town goes only as far as the oil drilling rigs and they are nowhere near having the money to fly out. There are no jobs to speak of and one day seems to just blend into the next. When a major fire breaks at the oil drilling site, the oil company hires four men to transport highly volatile nitroglycerin over a rough terrain and roads that have been virtually abandoned. The four accept the job because of the money they're offered is more than enough to allow them to leave once the job is done. The job is so dangerous however that few people expect them to return alive.—garykmcdIn a remote South American town, four men are hired by an American oil company to transport two truckloads of nitroglycerin to an oil field, to put out a fire. It's a very hazardous task - the nitroglycerin can explode for the slightest reason, the road is treacherous and the journey is a long one. However, the money is very good and their current situation in the town is rather dire - they will do anything to improve their situation.—grantssStranded in the godforsaken town of Las Piedras, four men desperate for work--tough Corsican Mario, nihilistic French gangster Jo, Italian workhorse Luigi, and mysterious German Bimba--agree to undertake a suicide mission for the corrupt Southern Oil Company. On the surface, the task seems simple enough: they must drive two heavy trucks loaded with highly unstable nitroglycerine over hundreds of kilometres of rugged mountain roads to a remote oilfield. However, the slightest vibration could lead to catastrophic consequences, and the journey is fraught with peril at every turn. To make matters worse, the unrelenting heat and an undercurrent of rivalry between the opportunists add to the already considerable risks. Nevertheless, the seasoned adventurers are determined to see the assignment through to the end, driven by the promise of quick profit. But as they embark on their tortuous and nerve-racking journey, the most crucial question emerges. Does fortune always favour the bold?—Nick Riganas"
Smultronstället,"After living a life marked by coldness, an aging professor is forced to confront the emptiness of his existence.With the exception of his elderly housekeeper Miss Agda who he treats almost like a surrogate platonic wife, widowed seventy-eight year old Dr. Isak Borg, a former medical doctor and professor, has retreated from any human contact, partly his own want but partly the decision of others who do not want to spend time with him because of his cold demeanor. He is traveling from his home in Stockholm to Lund to accept an honorary degree. Instead of flying as was the original plan, he decides to take the day long drive instead. Along for the ride is his daughter-in-law Marianne, who had been staying with him for the month but has now decided to go home. The many stops and encounters along the way make him reminisce about various parts of his life. Those stops which make him reminisce directly are at his childhood summer home, at the home of his equally emotionally cold mother, and at a gas station where the attendants praise him as a man for his work. But the lives of other people they encounter almost mirror his own, including hitchhikers Sara, Viktor and Anders - who remind him of his cousin Sara who he was going to marry, himself and his irresponsible brother Sigfrid who Sara eventually married - a bickering married couple Sten and Berit Alman, and Marianne and her husband and Isak's son Evald, whose marriage is as strained as was his own.—HuggoDr. Isak Borg, now 78 years old, is traveling by car to Lund to receive an honorary degree at Lund cathedral. He's traveling with his daughter-in-law Marianne, who is married to his son Evald. Isak now lives a lonely life which, by his own admission, is partly his own fault having consciously withdrawn from most social interaction. Along the way he stops at his family's summer home where he spent time during the first 20 years of his life. It's the place where the wild strawberries grow and he recalls his beautiful cousin Sara to whom he was secretly engaged until his brother Sigfrid snatches her away. They give a ride to several people along the way including a girl - also named Sara - and her two friends along with a married couple who almost ran them off the road. Borg's reminiscences and disturbing dreams add to his melancholy as he questions some of the decisions he has made in his life.—garykmcdDr. Isak Borg, 78, is a renowned physician and researcher. His life's experiences have left him cold, distant and uncaring. Now he is traveling to be awarded an honorary degree by a university, a reward for his life's work. Driving with his daughter-in-law Marianne, currently estranged from his son Ewald (whose personality seems to be following that of his father's), he finds himself reminiscing about his past, especially his 20s. He has also been having strange dreams, dreams that remind him of the person he has become, and potentially what lies ahead for him.—grantssProfessor of medicine Isak Borg travels to Lund University in order to receive his anniversary title. Along the road he meets strangers and relatives, and in his dreams he is confronted with his own past as well as fear of insufficiency.—Anders Andersson <andersa@DoCS.UU.SE>1 moreAll"
Mary and Max.,"In 1976 Melbourne, a lonely 8-year-old girl strikes up a correspondence with an unlikely pen pal: a severely obese 44-year-old New Yorker with Asperger's syndrome.In the mid-1970's, a homely, friendless Australian girl of 8 picks a name out of a Manhattan phone book and writes to him; she includes a chocolate bar. She's Mary Dinkle, the only child of an alcoholic mother and a distracted father. He's Max Horowitz, an overweight man with Asperger's, living alone in New York. He writes back, with chocolate. Thus begins a 20-year correspondence, interrupted by a stay in an asylum and a few misunderstandings. Mary falls in love with a neighbor, saves money to have a birthmark removed and deals with loss. Max has a friendship with a neighbor, tries to control his weight, and finally gets the dream job. Will the two ever meet face to face?—<jhailey@hotmail.com>""Mary and Max"" is a poignant story that chronicles a pen-pal relationship between two very different people which spans nearly 2 decades across 2 continents. Though living entirely different lives, the two bond over their mutual eccentricities and isolation: Mary Dinkle is a chubby, lonely eight-year-old with an unfortunate birthmark on her forehead. She lives in the suburbs of Melbourne, Australia, Max Horovitz is a morbidly obese, 44-year-old formerly Jewish atheist with Asperger's Syndrome who resides amidst the chaos of New York City. ""Mary and Max"" chronicles the lives of Mary, who grows up to become a successful writer, and Max, who grows from middle to old age. Over their years of communication, they each offer each other support, advice and the opportunity to see life in a different perspective.—Kyle PerezIt is a simple tale of pen-friendship between two very different people; Mary Dinkle, living in the suburbs of Melbourne, Australia and New Yorker with Aspergers, Max Horowitz. Spanning 20 years and 2 continents, Mary and Max's friendship survives much more than the average diet of life's ups and downs.—Icon"
Mr. Smith Goes to Washington,"A naive youth leader is appointed to fill a vacancy in the U.S. Senate. His idealistic plans promptly collide with corruption at home and subterfuge from his hero in Washington, but he tries to forge ahead despite attacks on his character.Naive and idealistic Jefferson Smith, leader of the Boy Rangers, is appointed on a lark by the spineless governor of his state. He is reunited with the state's senior senator--presidential hopeful and childhood hero, Senator Joseph Paine. In Washington, however, Smith discovers many of the shortcomings of the political process as his earnest goal of a national boys' camp leads to a conflict with the state political boss, Jim Taylor. Taylor first tries to corrupt Smith and then later attempts to destroy Smith through a scandal.—James Yu <jamestyu@ccwf.cc.utexas.edu>Upon the death of Senator Samuel Foley, Governor Hubert Hopper, after careful deliberation upon listening to the recommendations of his closest confidantes, appoints young Jefferson Smith to fill the vacancy, despite or because of Smith's lack of political experience and thus lack of political know-how. Jeff is the model of patriotism: he recites Lincoln, and is head of the Boy Rangers. Most in the know know that Hopper is the political lackey of corrupt and powerful businessman Jim Taylor. What most do not know is that another of Taylor's political lackeys is the state's senior senator, the well respected Joseph Paine, who has White House aspirations. Opportunistic Hopper knew that, due to a previous attempt, he could not appoint anyone that Taylor recommended, but sees Smith as someone who Paine and thus Taylor can easily manipulate, especially important now as Paine, Taylor and Foley when he was alive had been working behind the political scenes to push through a dam project, all for their own personal gain, buried in a deficiency bill. When Smith arrives in Washington, he is seen as a naive lightweight and a country bumpkin by almost everyone with who he comes into contact, including the Washington press corps, his fellow senators, and even his secretary Clarissa Saunders - known professionally purely as Saunders - whose years working behind the political system, including being in the know about what her previous boss Foley and Paine were and are up to about the dam project, has made her a cynic. How Paine believes he can keep Smith out of trouble is for him to introduce a bill of his own into the house about an issue passionate to him. What Paine is initially unaware about is that what Smith proposes in his bill would place the dam project in jeopardy. Taylor and Paine have to decide how much hardball they will play to make Smith comply or in turn ruin him, while Smith will show if he has what it takes to play with the big boys on the senate floor. Smith may have some unexpected help from someone who has let Washington get the better of her.—HuggoJeffrey Smith is a man who believes children are the future and deserve immediate funding for an outdoor camping experience. When Jeff, the idealistic Washington outsider, is appointed to be the new United States Senate, his plans now stand the chance at being fully realized. However, Jeff is appointed with the belief by others that his naïve and gullible nature will be easy to manipulate to get what they want. He soon realizes, after getting blind-sided by high-ranking officials, that he will need to - literally - stand by himself in an inspired fight against corruption and greed.—Kyle PerezThrough a series of fortunate, and unfortunate, events, an unsophisticated local hero, Jefferson Smith, is appointed a US Senator. The people pulling the strings in his party and State figure that he will be compliant and malleable and basically stay out of the way of their plans, some of which aren't entirely ethical, or legal. However, a well-intentioned deed sets off a dramatic chain of events, a series of events that will see him at odds with his colleagues, with the shadowy, bullying power brokers and with the entire Senate.—grantss"
Ratatouille,"A rat who can cook makes an unusual alliance with a young kitchen worker at a famous Paris restaurant.A rat named Remy dreams of becoming a great French chef despite his family's wishes and the obvious problem of being a rat in a decidedly rodent-phobic profession. When fate places Remy in the sewers of Paris, he finds himself ideally situated beneath a restaurant made famous by his culinary hero, Auguste Gusteau. Despite the apparent dangers of being an unlikely, and certainly unwanted, visitor in the kitchen of a fine French restaurant, Remy's passion for cooking soon sets into motion a hilarious and exciting rat race that turns the culinary world of Paris upside down.—OrangeRemy, a resident of Paris, appreciates good food and has quite a sophisticated palate. He would love to become a chef so he can create and enjoy culinary masterpieces to his heart's delight. The only problem is, Remy is a rat. When he winds up in the sewer beneath one of Paris' finest restaurants, the rodent gourmet finds himself ideally placed to realize his dream.—Jwelch5742Obsessed by his ambitious culinary aspirations, Remy, a young Parisian rat gifted with an impeccable sense of smell and a delicate palate, winds up at the Michelin-star restaurant of Chef Auguste Gusteau, his idol. And as the ecstatic rodent sets foot in the busy kitchen, the four-legged food wizard becomes the guardian angel of hapless garbage boy Alfredo Linguini after helping him take credit for a scrumptious gastronomic delight. Now, the sky's the limit. However, Chef Skinner, Gusteau's villainous new owner, and cynical restaurant critic Anton Ego want to see Linguini fail. But as the stakes rise, the question remains. Can anyone cook?—Nick RiganasA young male rat who loves food and cooking teams up with a young male human after he is separated from his clan. They work together to work in a famous restaurant in Paris, France, and improve its status to make it more great and popular, and continue the legacy of its head chef who passed away.—RECB31 moreAll"
Ford v Ferrari,"American car designer Carroll Shelby and driver Ken Miles battle corporate interference and the laws of physics to build a revolutionary race car for Ford in order to defeat Ferrari at the 24 Hours of Le Mans in 1966.As Enzo Ferrari's fast Rosso-Corsa racing cars dominate the mid-1960s motorsport world, the American car designer, Carroll Shelby, is forced to retire after winning the demanding 1959 '24 Hours of Le Mans' endurance race. But, before long, an unexpected proposition by the Vice President of Henry Ford's motor company, Lee Iacocca, will offer an opportunity to beat the Italians at their own game. Now, under those pressing circumstances, the British sports car driver and racing engineer, Ken Miles, reluctantly agrees to lend a hand and improve the firm's image, as Ford's race team has less than ninety days to rewrite history. As a result, the non-conformist duo comes up with the mighty Ford GT40 Mk I high-performance racing car. Can Shelby and Miles break Ferrari's streak?—Nick RiganasAmerican automotive designer Carroll Shelby and British race car driver Ken Miles compete in a fierce corporate battle as well as nature itself, to build a vehicle for the Ford automobiles. Together, they plan to compete against the race cars of Enzo Ferrari at the 24 Hours of Le Mans in France in 1966.—Jwelch5742Ford Company has a big problem in selling its cars in the 1960s. They decide to take part in 24 Hours of Le Mans endurance race to show and advertise their cars. Ferrari's fast racing cars dominate the mid-60s racing world. Ford's advertisement team request Carrol Shelby to build fast cars for the race. Shelby asks British driver and racing engineer, Ken Miles to be the main driver for Ford's company in the race."
Tôkyô monogatari,"An old couple visit their children and grandchildren in the city, but receive little attention.Elderly couple Shukishi and Tomi Hirayama live in the small coastal village of Onomichi, Japan with their youngest daughter, schoolteacher Kyoko Hirayama. Their other three surviving adult children, who they have not seen in quite some time, live either in Tokyo or Osaka. As such, Shukishi and Tomi make the unilateral decision to have an extended visit in Tokyo with their children, pediatrician Koichi Hirayama and beautician Shige Kaneko, and their respective families (which includes two grandchildren). In transit, they make an unexpected stop in Osaka and stay with their other son, Keiso Hirayama. All of their children treat the visit more as an obligation than a want, each trying to figure out what to do with their parents while they continue on with their own daily lives. At one point, they even decide to ship their parents off to an inexpensive resort at Atami Hot Springs rather than spend time with them. The only offspring who makes a concerted effort on this trip is Noriko Hirayama, their widowed daughter-in-law, whose husband, Shoji Hirayama, was killed eight years earlier in the war. Following the vacation, each child comes to some conclusion of their general behavior toward their parents, not only on this trip but throughout their entire adult lives. For some, this realization may come too late.—HuggoAn elderly couple, Shukishi and Tomi, travel from Hiroshima to Tokyo to visit their children. The trip is arduous for the humble, elderly couple who are keen to see their children again. Their son, Koichi, is a doctor and is often away from home. Their daughter Shige finds their visit to be a costly imposition on her time. The only person who seems to care about them is their widowed daughter-in-law Noriko. Their stay in Tokyo proves to be a sad one as they soon come to realize they are not particularly welcome and that their children see the visit more as a nuisance than anything else. As Tomi begins to feel unwell, they decide to return home but must face a tragic end.—garykmcdAn elderly couple head to Tokyo to spend a few days with their children and grandchildren. While their children are initially glad to see them, and the parents are models of patience and pleasantness, the novelty wears off pretty quickly for the children and they soon view the parents as a hindrance more than anything else. Then an event highlights the divide between the two generations.—grantssThe ageing couple of Shukishi, and his wife, Tomi, leave their small rural village of Onomichi to visit their married children and grandchildren in bustling post-war Tokyo. However, their offspring's reaction is far from what they expected: the reception of their elder son, the always busy, Dr Koichi, is utterly disappointing. Now, against the backdrop of unconscious but majestic indifference and silently culpable neglect, love turns into guilt; hope transforms into failure, and dreams suffocate in an abysmal generation gap. Can a simple trip to Tokyo expose the essence of loneliness and the frail existence of man?—Nick Riganas"
The Big Lebowski,"Jeff ""The Dude"" Lebowski, mistaken for a millionaire of the same name, seeks restitution for his ruined rug and enlists his bowling buddies to help get it.When ""the dude"" Lebowski is mistaken for a millionaire Lebowski, two thugs urinate on his rug to coerce him into paying a debt he knows nothing about. While attempting to gain recompense for the ruined rug from his wealthy counterpart, he accepts a one-time job with high pay-off. He enlists the help of his bowling buddy, Walter, a gun-toting Jewish-convert with anger issues. Deception leads to more trouble, and it soon seems that everyone from porn empire tycoons to nihilists want something from The Dude.—ahmetkozanThere are 2 men named Jeffrey Lebowski. One's a lazy, pot smoking, White Russian-drinking, hippie who goes by the nickname, 'The Dude.' The other's a self-made multimillionaire, war veteran, who lives in a mansion with a full-time assistant, due to his being handicapped. Their paths cross when the millionaire's trophy wife owes money to a known pornographer, and she's held in lieu of getting his money repaid. The thugs hired by this pornographer initially confront the dude because they were unaware he has the same name. Wanting payback for his now-destroyed rug, the dude seeks out the millionaire Lebowski. What follows takes the dude and his bowling buddies Walter and Donnie on a mission full of intrigue, kidnapping, pornography, nihilists, White Russians, and more White Russians.—halo1kLos Angeles, 1990. Spending his days sipping White Russians and the nights at the local bowling alley with his only friends Walter and Donny, Jeffrey ""The Dude"" Lebowski, a sympathetic unemployed layabout, is a failure in every aspect of life. Then, as if having zero motivation to do anything weren't enough, two goons, bent on collecting a debt, mistake the pot-smoking slacker for another Lebowski: the reclusive millionaire philanthropist Jeffrey ""The Big"" Lebowski. And as the pair of thugs irreparably ruin an irreplaceable item in Jeff's decrepit home, The Dude gets caught up in an intricate kidnapping plot involving the magnate's young trophy wife, Bunny. Now her life is in Jeffrey's hands. However, is The Dude up to the task?—Nick RiganasIn a case of mistaken identity, stoner-slacker Jeff ""The Dude"" Lebowski is attacked in his home and his rug urinated on. The perpetrators are after another Lebowski, a millionaire. The Dude figures Mr Lebowski should pay for his rug and meets him, but Mr Lebowski wants nothing to do with him. Soon, however, a ransom is demanded for Mr Lebowski's missing young trophy wife, likely from the people that attacked The Dude, and Mr Lebowski needs The Dude to help him get her back.—grantss1 moreAll"
Room,"A little boy is held captive in a room with his mother since his birth, so he has never known the world outside.ROOM tells the extraordinary story of Jack, a spirited 5-year-old who is looked after by his loving and devoted mother. Like any good mother, Ma dedicates herself to keeping Jack happy and safe, nurturing him with warmth and love and doing typical things like playing games and telling stories. Their life, however, is anything but typical--they are trapped--confined to a 10-by-10-foot space that Ma has euphemistically named ""Room."" Ma has created a whole universe for Jack within ""Room,"" and she will stop at nothing to ensure that, even in this treacherous environment, Jack is able to live a complete and fulfilling life. But as Jack's curiosity about their situation grows, and Ma's resilience reaches its breaking point, they enact a risky plan to escape, ultimately bringing them face-to-face with what may turn out to be the scariest thing yet: the real world.—A24Five year old Jack's entire life consists of his Ma and whatever he has where they live, Room. Room is an approximate ten by ten by ten foot cubed structure, out of which he's never been. Seven years ago, Ma - Joy Newsome, the daughter of Bob and Nancy Newsome - was abducted by ""Old Nick"", the man who is keeping them captive in Room, which is really a tool shed in his back yard, the shed's only door secured by a number coded keypad, the code which only Old Nick knows. They are dependent on Old Nick for their basic necessities, such as food, water, clothes and utilities. Whenever Old Nick does stay for extended visits in Room, Ma will not let Jack see him or visa versa, Jack who is supposed to hide ""asleep"" in the wardrobe. Old Nick has no desire to see his biological offspring anyway. To shield him from anything that is happening to them, Ma has told Jack that the two of them and Old Nick are the only real things, and that what Jack reads about in books or sees on television are all not real. Jack believes that Old Nick gets their food by magic from television. The only exposure they have to natural light is a skylight at the top of Room, out of which they can only see sky. Joy knows she can't kill Old Nick because they would still be locked in Room. Joy tried to escape only once before Jack was born, that attempt which failed and which resulted in her not having tried again... until now. She has made this decision to try to escape partly due to Jack's age where he can now understand things better, and an incident which showed Joy what were to happen if something truly did happen to Old Nick with them locked inside. If they are able to escape, not only would Jack be required to adjust to a life and a world he may have no comprehension about, but Joy may find that the outside world is much more difficult to adjust to than she imagines, and not only because of the changes to outside in seven years.—HuggoJack is just five years old, and his entire world is a small, locked space that measures only 11-feet-by-11-feet. Inside the place, many things keep Jack occupied, such as toys, books, and pictures. However, his young mother is his only companion; Mum is the only person who can ensure Jack's safety, especially when Old Nick suddenly visits them, and the boy starts hearing creaking sounds. And then, one day, everything changes when Ma lets Jack in on an exciting, eye-opening secret: outside their confined chamber, there is a new world waiting to be explored--a wondrous place where the sky is blue, and the air is fresh. According to Ma, physical houses, trees, people, and dogs exist just a stone's throw from their strange cabin. But Jack is unsure if Ma is telling the truth or not. Can they make a fresh start beyond the Room?—Nick RiganasJack (Tremblay) is a young boy of 5 years old who has lived all his life in one room. He believes everything within it are the only real things in the world. But what will happen when his Ma (Larson, in an Oscar-winning performance) suddenly tells him that there are other things outside of Room? Nominated for Best Picture at the 2016 Academy Awards and based on the acclaimed novel of the same name by Emma Donoghue, who also wrote the screenplay adaptation."
Det sjunde inseglet,"A knight returning to Sweden after the Crusades seeks answers about life, death, and the existence of God as he plays chess against the Grim Reaper during the Black Plague.A Knight and his squire are home from the crusades. Black Death is sweeping their country. As they approach home, Death appears to the knight and tells him it is his time. The knight challenges Death to a chess game for his life. The Knight and Death play as the cultural turmoil envelopes the people around them as they try, in different ways, to deal with the upheaval the plague has caused.—John Vogel <jlvogel@comcast.net>Returning home from the Crusades, Swedish knight Antonius Block and his squire Jöns find the land ravaged by the plague. Block finds that people everywhere are living in fear believing it is God's punishment and that the end has come. Block has lost his faith and is looking for answers so when Death comes for him the knight challenges him to a game of chess. The countryside is bleak and many search for answers though none seem to be found. Block makes it to his home and believes he has the upper hand - but Death will have his way.—garykmcdIn medieval times, Antonius Block, a knight, and his squire Jöns have just returned to their Swedish homeland after fighting in the Crusades, only to find the plague ravishing their country. In their travels toward home, Antonius, without Jöns' knowledge, comes across the personification of Death, who wants to take Antonius' life. Antonius has long felt Death's presence around him. As he feels he has more to do in his life, Antonius challenges Death to a chess match, the outcome which will determine Antonius' fate and that of others around him with regard to Death. Because of what has happened around him, Antonius has lost faith in God, and instead is looking for knowledge in why things happen. He feels he has one more important act in his life before he dies. In his continuing chess match and their trek toward home, Antonius and Jöns stumble across an acting troupe, who are performing among others a passion play. Antonius offers them safer travels with him and Jöns through the forest to his castle to avoid the plague. His time with the troupe may provide Antonius with some of those answers for which he is looking, especially his encounters with husband and wife, Jof and Mia, and their infant son, Mikael.—HuggoMax Von Sydow stars as a 14th century knight named Antonius Block, wearily heading home after ten years' worth of combat. Disillusioned by unending war, plague, and misery Block has concluded that God does not exist. As he trudges across the wilderness, Block is visited by Death (Bengt Ekerot), garbed in the traditional black robe. Unwilling to give up the ghost, Block challenges Death to a game of chess. If he wins, he lives -- if not, he'll allow Death to claim him.1 moreAll"
Rocky,"A small-time Philadelphia boxer gets a supremely rare chance to fight the world heavyweight champion in a bout in which he strives to go the distance for his self-respect.Rocky Balboa is a struggling boxer trying to make the big time, working as a debt collector for a pittance. When heavyweight champion Apollo Creed visits Philadelphia, his managers want to set up an exhibition match between Creed and a struggling boxer, touting the fight as a chance for a ""nobody"" to become a ""somebody"". The match is supposed to be easily won by Creed, but someone forgot to tell Rocky, who sees this as his only shot at the big time.—Murray Chapman <muzzle@cs.uq.oz.au>Rocky Balboa is a struggling boxer failing to make it big time. Despite his true talent and his inability to admit defeat, his friends and his coach, Micky, never give him the time of day. When Apollo Creed, the Heavyweight Champion of the World visits Rocky's home town asking for a lesser man to fight, Apollo chooses him based on his nickname, 'The Italian Stallion'. With his shot at glory in front of him, Rocky trains harder than he thought was possible in order to earn his own self-respect and go the distance.—nalimradekRocky Balboa, a small-time boxer from working-class Philadelphia, is arbitrarily chosen to take on the reigning world heavyweight champion, Apollo Creed, when the undefeated fighter's scheduled opponent is injured. While training with feisty former bantamweight contender Mickey Goldmill, Rocky tentatively begins a relationship with Adrian, the wallflower sister of his meat-packer pal Paulie.—Jwelch5742It's late 1975. Thirty year old Rocky Balboa, nicknamed the Italian Stallion, is a third rate club heavyweight boxer in his home neighborhood of working class South Philadelphia. Needing to supplement his income to live, he also works as the enforcer for loan shark Tony Gazzo, but being a sensitive soul underneath that tough boxing exterior, Rocky is unable or unwilling literally or proverbially to break a few fingers of Gazzo's clients if they miss payments, which doesn't sit well with Gazzo. This work is also partly the reason why the club's trainer, Mickey Goldmill, has never paid Rocky too much attention in feeling he being a wasted talent. Rocky is also lonely, he attracted to his gruff best friend Paulie Pennino's extremely shy sister, Adrian Pennino, Rocky often frequenting the pet store where she works just to talk to her. Rocky's life has the potential to change when he is approached by the management of undefeated world heavyweight champion Apollo Creed for what he believes is Apollo needing a sparring partner in the lead up to his American bicentennial world heavyweight boxing match in Philadelphia on New Year's Day in five weeks time. Instead, they, along with a $150,000 appearance fee, offer Rocky the world championship bout against Creed in Creed's original opponent bowing out due to injury. What Rocky doesn't know in ultimately accepting the offer is that they chose him not even knowing him as a boxer, they, unable to find a ranked opponent at such short notice, solely wanting a persona to epitomize the American dream for this bicentennial bout. Ultimately supported by among others Paulie, Mickey, and especially Adrian, Rocky has to fight through his own insecurities to come to a place of entering the bout on his own terms.—Huggo"
Logan,"In a future where mutants are nearly extinct, an elderly and weary Logan leads a quiet life. But when Laura, a mutant child pursued by scientists, comes to him for help, he must get her to safety.In 2029 the mutant population has shrunk significantly due to genetically modified plants designed to reduce mutant powers and the X-Men have disbanded. Logan, whose power to self-heal is dwindling, has surrendered himself to alcohol and now earns a living as a chauffeur. He takes care of the ailing old Professor X whom he keeps hidden away. One day, a female stranger asks Logan to drive a girl named Laura to the Canadian border. At first he refuses, but the Professor has been waiting for a long time for her to appear. Laura possesses an extraordinary fighting prowess and is in many ways like Wolverine. She is pursued by sinister figures working for a powerful corporation; this is because they made her, with Logan's DNA. A decrepit Logan is forced to ask himself if he can or even wants to put his remaining powers to good use. It would appear that in the near-future, the times in which they were able put the world to rights with razor sharp claws and telepathic powers are now over.In the not-so-distant 2029, the entire mutant race is almost obliterated, and Logan, the invincible bestial superhero once known as the Wolverine, finds himself getting old, and his incredible healing ability significantly weakened. As an incognito limo driver, Logan does his best to guard and keep out of sight a weary nonagenarian Professor Xavier; however, things will take an unexpected turn when a cryptic woman asks him to transport the young mutant girl, Laura. A better future lies past the Canadian borders for the unaccompanied teenager, but the government is unwilling to let go of its asset so easily. In the end, can the ageing Logan protect both himself and Laura?—Nick RiganasIn a dystopian 2029, no mutants have been born in 25 years. Logan's healing ability has weakened and he has physically aged. The Adamantium coating on his skeleton has begun to leach into his body, poisoning him. Hiding in plain sight, Logan spends his days working as a limo driver in El Paso, Texas. In an abandoned smelting plant in northern Mexico, he and mutant tracker Caliban care for 90-year-old Charles Xavier, Logan's mentor and founder of the X-Men. Charles, a telepath, has developed a form of dementia that causes him to have seizures unless controlled with medication. It is alluded that a seizure one year prior, releasing a destructive wave of his telepathic powers, had killed seven mutants, thus leaving the three (Logan, Charles, Caliban) as the last of the X-Men."
